ID,Game ID,Season,Display Season,Session,Team,Franchise,Opponent,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
258,4096,4,S4,7,SEA,SEA,MIN,2,0,1,1,3,0,0,5,2,0,3,7,0,2,1,4,24,6.0,3,-0.33765347885402464,0.1530858346816339,0.18460000000000004,11,8,Home
258,4127,4,S4,9,SEA,SEA,CLE,1,0,0,2,0,0,0,3,2,0,0,2,0,0,0,3,10,2.3333333333333335,2,0.5076038791416816,-0.006567615026675043,-0.08399999999999999,4,2,Away
258,4144,4,S4,10,SEA,SEA,HOU,0,0,2,2,2,0,0,1,1,1,4,3,0,1,0,4,16,3.3333333333333335,4,2.1062559305360895,-0.13549787914487063,-0.23979999999999999,8,4,Home
258,4173,4,S4,12,SEA,SEA,TEX,0,1,4,2,1,0,0,3,2,1,0,1,0,1,0,7,15,2.3333333333333335,5,4.012332680862843,-0.3305248314662953,-0.3922,4,1,Away
258,4186,4,S4,13,CLE,ANA,MIN,0,0,0,2,4,0,0,1,1,1,1,0,0,0,0,2,10,1.3333333333333333,0,0.16976370807664232,0.027216402079828873,0.012500000000000008,2,0,Home
258,4199,4,S4,14,CLE,ANA,KCR,1,0,0,0,1,0,0,2,1,2,0,2,0,0,0,1,9,2.3333333333333335,1,0.5076038791416817,-0.010986892315424358,-0.08550000000000002,4,3,Home
258,4215,4,S4,15,CLE,ANA,DET,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,5,1.0,2,1.2844498689653494,-0.10634860045278838,-0.11259999999999999,1,1,Away
258,5006,5,S5,1,HOU,HOU,CWS,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,1.0,0,-0.6437667560321716,0.07630919224650762,0.17859999999999998,2,2,Home
258,5052,5,S5,4,HOU,HOU,TEX,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1.0,0,-0.6437667560321716,0.07630919224650762,0.08360000000000001,3,1,Home
258,5065,5,S5,5,HOU,HOU,SEA,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,3,4,0.6666666666666666,1,0.6184684684684685,-0.04195931910802941,0.045499999999999985,2,1,Home
258,5081,5,S5,6,HOU,HOU,MIN,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1.0,0,-0.6437667560321716,0.07630919224650762,0.1063,3,3,Away
258,5097,5,S5,7,HOU,HOU,TEX,1,0,1,1,1,0,0,2,2,0,1,1,0,0,0,3,10,2.0,3,1.7124664879356566,-0.1314715933159308,0.0483,3,1,Away
258,5120,5,S5,8,HOU,HOU,ATL,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,4,5,0.3333333333333333,2,2.48224950413043,-0.22833742267422552,-0.4659,1,0,Home
258,5142,5,S5,10,HOU,HOU,DET,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1.0,0,-0.8869701726844584,0.09665202836397283,0.1497,1,1,Home
258,5153,5,S5,11,HOU,HOU,BOS,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,4,1.0,0,-0.4545454545454546,0.061364567645599416,0.0015000000000000013,2,0,Away
258,5184,5,S5,13,HOU,HOU,TBR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3333333333333333,0,-0.1709677419354838,0.02107427974131187,0.0513,1,0,Home
258,5201,5,S5,14,HOU,HOU,SEA,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1.0,0,-0.6437667560321716,0.07630919224650762,0.048400000000000006,2,1,Away
258,5233,5,S5,16,HOU,HOU,CLE,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,4,1.0,0,-0.6437667560321716,0.08028669779427111,0.08359999999999998,0,0,Home
